PERMNO,date,EXCHCD,TICKER,COMNAM,PERMCO,DIVAMT,BIDLO,ASKHI,PRC,VOL,RET,SHROUT,OPENPRC,NUMTRD,RETX,sprtrn
10107,2022-03-17,3,MSFT,MICROSOFT CORP,8048,,289.37000,295.60999,295.22000,30797409,0.002819,7496866,293.29001,436121,0.002819,0.012348
10107,2022-03-18,3,MSFT,MICROSOFT CORP,8048,,292.73001,301.00000,300.42999,43320848,0.017648,7496866,295.37000,418883,0.017648,0.011662
10107,2022-03-21,3,MSFT,MICROSOFT CORP,8048,,294.89999,300.14001,299.16000,29186287,-0.004227,7496866,298.89001,439340,-0.004227,-0.000435
10107,2022-03-22,3,MSFT,MICROSOFT CORP,8048,,298.76999,305.00000,304.06000,27582727,0.016379,7496866,299.79999,406470,0.016379,0.011304
10107,2022-03-23,3,MSFT,MICROSOFT CORP,8048,,297.72009,303.23001,299.48999,25686934,-0.015030,7496866,300.51001,361692,-0.015030,-0.012273
10107,2022-03-24,3,MSFT,MICROSOFT CORP,8048,,298.31500,304.20001,304.10001,24464722,0.015393,7496866,299.14001,320095,0.015393,0.014344
10107,2022-03-25,3,MSFT,MICROSOFT CORP,8048,,299.28549,305.50000,303.67999,22544459,-0.001381,7496866,305.23001,342393,-0.001381,0.005066
10107,2022-03-28,3,MSFT,MICROSOFT CORP,8048,,304.32999,310.79999,310.70001,29560701,0.023117,7496866,304.32999,371868,0.023117,0.007145
10107,2022-03-29,3,MSFT,MICROSOFT CORP,8048,,309.04999,315.82001,315.41000,30349457,0.015159,7496866,313.91000,427129,0.015159,0.012257
10107,2022-03-30,3,MSFT,MICROSOFT CORP,8048,,311.57999,315.95001,313.85999,28134409,-0.004914,7496866,313.76001,342203,-0.004914,-0.006294
10107,2022-03-31,3,MSFT,MICROSOFT CORP,8048,,307.89001,315.14001,308.31000,33301367,-0.017683,7483000,313.89999,356077,-0.017683,-0.015653
10107,2022-04-01,3,MSFT,MICROSOFT CORP,8048,,305.54001,310.13000,309.42001,27060828,0.003600,7483000,309.37000,316736,0.003600,0.003410
10107,2022-04-04,3,MSFT,MICROSOFT CORP,8048,,309.70999,315.10999,314.97000,24305850,0.017937,7483000,310.09000,304456,0.017937,0.008091
10107,2022-04-05,3,MSFT,MICROSOFT CORP,8048,,309.87000,314.86499,310.88000,23076509,-0.012985,7483000,313.26999,314072,-0.012985,-0.012552
10107,2022-04-06,3,MSFT,MICROSOFT CORP,8048,,296.70999,307.00000,299.50000,40020336,-0.036606,7483000,305.19000,551447,-0.036606,-0.009717
10107,2022-04-07,3,MSFT,MICROSOFT CORP,8048,,296.35001,303.64999,301.37000,31325226,0.006244,7483000,296.66000,361825,0.006244,0.004253
10107,2022-04-08,3,MSFT,MICROSOFT CORP,8048,,296.28000,301.12000,296.97000,24321149,-0.014600,7483000,300.44000,310423,-0.014600,-0.002651
10107,2022-04-11,3,MSFT,MICROSOFT CORP,8048,,285.00000,292.60999,285.26001,34500218,-0.039432,7483000,291.79001,505104,-0.039432,-0.016877
10107,2022-04-12,3,MSFT,MICROSOFT CORP,8048,,280.48999,290.73901,282.06000,30916914,-0.011218,7483000,289.23499,438425,-0.011218,-0.003418
10107,2022-04-13,3,MSFT,MICROSOFT CORP,8048,,281.29999,288.57999,287.62000,21893137,0.019712,7483000,282.73001,292884,0.019712,0.011175
10107,2022-04-14,3,MSFT,MICROSOFT CORP,8048,,279.32001,288.30499,279.82999,28227869,-0.027084,7483000,288.09000,382920,-0.027084,-0.012144
10107,2022-04-18,3,MSFT,MICROSOFT CORP,8048,,278.34000,282.45999,280.51999,20721842,0.002466,7483000,278.91000,301717,0.002466,-0.000205
10107,2022-04-19,3,MSFT,MICROSOFT CORP,8048,,278.41000,286.17001,285.29999,22356479,0.017040,7483000,279.38000,313414,0.017040,0.016058
10107,2022-04-20,3,MSFT,MICROSOFT CORP,8048,,285.37021,289.70001,286.35999,22868906,0.003715,7483000,289.39999,316093,0.003715,-0.000619
10107,2022-04-21,3,MSFT,MICROSOFT CORP,8048,,280.06000,293.29999,280.81000,29413448,-0.019381,7479033,288.57999,412248,-0.019381,-0.014753
10107,2022-04-22,3,MSFT,MICROSOFT CORP,8048,,273.38000,283.20001,274.03000,29362891,-0.024144,7479033,281.67999,457095,-0.024144,-0.027740
10107,2022-04-25,3,MSFT,MICROSOFT CORP,8048,,270.76999,281.10999,280.72000,35630912,0.024413,7479033,273.29001,511609,0.024413,0.005698
10107,2022-04-26,3,MSFT,MICROSOFT CORP,8048,,270.00000,278.35989,270.22000,46439121,-0.037404,7479033,277.50000,704542,-0.037404,-0.028146
10107,2022-04-27,3,MSFT,MICROSOFT CORP,8048,,279.16000,290.97000,283.22000,63322902,0.048109,7479033,282.10001,825909,0.048109,0.002098
10107,2022-04-28,3,MSFT,MICROSOFT CORP,8048,,281.45621,290.98001,289.63000,33588081,0.022633,7479033,285.18500,449736,0.022633,0.024747
