PERMNO,date,EXCHCD,TICKER,COMNAM,PERMCO,DIVAMT,BIDLO,ASKHI,PRC,VOL,RET,SHROUT,OPENPRC,NUMTRD,RETX,sprtrn
11850,2022-08-16,1,XOM,EXXON MOBIL CORP,20678,,91.29000,92.89000,91.46000,14038213,-0.009315,4213205,92.03000,,-0.009315,0.001876
11850,2022-08-17,1,XOM,EXXON MOBIL CORP,20678,,90.92000,93.21000,92.20000,13678045,0.008091,4213205,91.27000,,0.008091,-0.007238
11850,2022-08-18,1,XOM,EXXON MOBIL CORP,20678,,93.09000,95.31000,94.38000,17770365,0.023644,4213205,93.15000,,0.023644,0.002270
11850,2022-08-19,1,XOM,EXXON MOBIL CORP,20678,,93.80000,95.20000,94.08000,16128557,-0.003179,4213205,94.16000,,-0.003179,-0.012900
11850,2022-08-22,1,XOM,EXXON MOBIL CORP,20678,,91.86000,94.48890,94.01000,16019928,-0.000744,4213205,93.42000,,-0.000744,-0.021400
11850,2022-08-23,1,XOM,EXXON MOBIL CORP,20678,,95.45000,98.41000,98.00000,23764738,0.042442,4213205,95.55000,,0.042442,-0.002238
11850,2022-08-24,1,XOM,EXXON MOBIL CORP,20678,,97.36000,98.96500,98.58000,17050307,0.005918,4213205,98.01000,,0.005918,0.002916
11850,2022-08-25,1,XOM,EXXON MOBIL CORP,20678,,98.10030,99.86000,99.09000,15305729,0.005173,4213205,98.92000,,0.005173,0.014092
11850,2022-08-26,1,XOM,EXXON MOBIL CORP,20678,,97.42000,99.91000,97.87000,15531368,-0.012312,4213205,98.77000,,-0.012312,-0.033688
11850,2022-08-29,1,XOM,EXXON MOBIL CORP,20678,,98.14000,101.55500,100.12000,23059214,0.022990,4213205,98.18000,,0.022990,-0.006666
11850,2022-08-30,1,XOM,EXXON MOBIL CORP,20678,,95.82000,98.62000,96.31000,17086838,-0.038054,4213205,98.36000,,-0.038054,-0.011028
11850,2022-08-31,1,XOM,EXXON MOBIL CORP,20678,,93.59000,96.84000,95.59000,18340884,-0.007476,4167636,94.03000,,-0.007476,-0.007817
11850,2022-09-01,1,XOM,EXXON MOBIL CORP,20678,,92.29010,95.06500,93.87000,16422987,-0.017993,4167636,94.42000,,-0.017993,0.002996
11850,2022-09-02,1,XOM,EXXON MOBIL CORP,20678,,95.11000,96.79000,95.59000,18206807,0.018323,4167636,96.35000,,0.018323,-0.010736
11850,2022-09-06,1,XOM,EXXON MOBIL CORP,20678,,94.51000,96.59000,94.95000,19201532,-0.006695,4167636,96.16000,,-0.006695,-0.004095
11850,2022-09-07,1,XOM,EXXON MOBIL CORP,20678,,92.30000,94.59190,94.14000,16274657,-0.008531,4167636,93.19000,,-0.008531,0.018341
11850,2022-09-08,1,XOM,EXXON MOBIL CORP,20678,,93.72000,95.42000,94.91000,18759208,0.008179,4167636,94.66000,,0.008179,0.006611
11850,2022-09-09,1,XOM,EXXON MOBIL CORP,20678,,95.32000,97.00000,96.50000,17161438,0.016753,4167636,96.52000,,0.016753,0.015271
11850,2022-09-12,1,XOM,EXXON MOBIL CORP,20678,,96.87650,99.19000,97.61000,16118943,0.011503,4167636,97.65000,,0.011503,0.010584
11850,2022-09-13,1,XOM,EXXON MOBIL CORP,20678,,94.91000,97.78000,95.33000,18229124,-0.023358,4167636,96.61000,,-0.023358,-0.043237
11850,2022-09-14,1,XOM,EXXON MOBIL CORP,20678,,96.15000,98.56000,97.67000,22655682,0.024546,4167636,96.19000,,0.024546,0.003387
11850,2022-09-15,1,XOM,EXXON MOBIL CORP,20678,,94.05000,96.54000,94.83000,21092271,-0.029077,4167636,96.22000,,-0.029077,-0.011318
11850,2022-09-16,1,XOM,EXXON MOBIL CORP,20678,,92.00000,95.34000,93.21000,37874705,-0.017083,4167636,95.07000,,-0.017083,-0.007182
11850,2022-09-19,1,XOM,EXXON MOBIL CORP,20678,,91.00000,93.49000,93.20000,15342110,-0.000107,4167636,91.01000,,-0.000107,0.006857
11850,2022-09-20,1,XOM,EXXON MOBIL CORP,20678,,91.64000,92.92500,92.44000,14712518,-0.008154,4167636,92.73000,,-0.008154,-0.011272
11850,2022-09-21,1,XOM,EXXON MOBIL CORP,20678,,90.87000,93.88000,90.95000,17332419,-0.016119,4167636,93.57000,,-0.016119,-0.017116
11850,2022-09-22,1,XOM,EXXON MOBIL CORP,20678,,90.52000,92.66000,90.57000,16139391,-0.004178,4167636,92.20000,,-0.004178,-0.008428
11850,2022-09-23,1,XOM,EXXON MOBIL CORP,20678,,84.85000,87.50000,85.75000,27738816,-0.053219,4167636,87.50000,,-0.053219,-0.017233
11850,2022-09-26,1,XOM,EXXON MOBIL CORP,20678,,83.89000,86.22000,83.98000,22043356,-0.020641,4167636,84.90000,,-0.020641,-0.010341
11850,2022-09-27,1,XOM,EXXON MOBIL CORP,20678,,84.81000,86.95500,85.74000,17307293,0.020957,4167636,85.61000,,0.020957,-0.002120
11850,2022-09-28,1,XOM,EXXON MOBIL CORP,20678,,85.92000,89.29990,88.86000,19543315,0.036389,4167636,86.12000,,0.036389,0.019672
11850,2022-09-29,1,XOM,EXXON MOBIL CORP,20678,,87.13000,89.35820,88.68000,17896011,-0.002026,4167636,88.18000,,-0.002026,-0.021126
11850,2022-09-30,1,XOM,EXXON MOBIL CORP,20678,,87.31000,89.04000,87.31000,21357564,-0.015449,4167636,88.17000,,-0.015449,-0.015067
11850,2022-10-03,1,XOM,EXXON MOBIL CORP,20678,,89.72000,92.36000,91.92000,23881332,0.052800,4167636,90.04000,,0.052800,0.025884
11850,2022-10-04,1,XOM,EXXON MOBIL CORP,20678,,92.71000,95.36000,95.27000,22133711,0.036445,4167636,93.24000,,0.036445,0.030584
11850,2022-10-05,1,XOM,EXXON MOBIL CORP,20678,,95.66000,99.99000,99.12000,34857698,0.040412,4167636,95.75000,,0.040412,-0.002018
11850,2022-10-06,1,XOM,EXXON MOBIL CORP,20678,,98.33000,102.18000,102.06000,29124717,0.029661,4167636,98.47000,,0.029661,-0.010245
11850,2022-10-07,1,XOM,EXXON MOBIL CORP,20678,,100.18000,103.31500,101.03000,24507647,-0.010092,4167636,102.19000,,-0.010092,-0.028004
11850,2022-10-10,1,XOM,EXXON MOBIL CORP,20678,,98.72000,102.03000,98.84000,16786088,-0.021677,4167636,101.49000,,-0.021677,-0.007492
11850,2022-10-11,1,XOM,EXXON MOBIL CORP,20678,,96.75000,99.76000,98.00000,17804127,-0.008499,4167636,97.22000,,-0.008499,-0.006519
11850,2022-10-12,1,XOM,EXXON MOBIL CORP,20678,,97.23000,98.91000,98.43000,12635769,0.004388,4167636,97.50000,,0.004388,-0.003291
11850,2022-10-13,1,XOM,EXXON MOBIL CORP,20678,,97.40000,102.45000,101.87000,22019142,0.034949,4167636,97.55000,,0.034949,0.025966
11850,2022-10-14,1,XOM,EXXON MOBIL CORP,20678,,99.04000,102.24000,99.19000,15229626,-0.026308,4167636,101.12000,,-0.026308,-0.023663
11850,2022-10-17,1,XOM,EXXON MOBIL CORP,20678,,100.50000,101.97000,100.62000,14283231,0.014417,4167636,101.07000,,0.014417,0.026480
11850,2022-10-18,1,XOM,EXXON MOBIL CORP,20678,,99.23000,102.35000,100.80000,14065435,0.001789,4167636,101.54000,,0.001789,0.011428
11850,2022-10-19,1,XOM,EXXON MOBIL CORP,20678,,101.23000,103.99000,103.79000,20921704,0.029663,4167636,101.25000,,0.029663,-0.006672
11850,2022-10-20,1,XOM,EXXON MOBIL CORP,20678,,103.41000,105.00000,103.93000,17649025,0.001349,4167636,104.32000,,0.001349,-0.007951
11850,2022-10-21,1,XOM,EXXON MOBIL CORP,20678,,103.90500,106.40000,105.86000,22814149,0.018570,4167636,104.45000,,0.018570,0.023725
11850,2022-10-24,1,XOM,EXXON MOBIL CORP,20678,,105.12000,107.68000,106.60000,17024239,0.006990,4167636,105.66000,,0.006990,0.011882
11850,2022-10-25,1,XOM,EXXON MOBIL CORP,20678,,105.07000,107.33000,105.88000,15719805,-0.006754,4167636,106.41000,,-0.006754,0.016267
11850,2022-10-26,1,XOM,EXXON MOBIL CORP,20678,,106.00000,107.83000,107.14000,17390414,0.011900,4167636,106.26000,,0.011900,-0.007388
11850,2022-10-27,1,XOM,EXXON MOBIL CORP,20678,,107.42000,109.58000,107.55000,18214023,0.003827,4167636,108.41000,,0.003827,-0.006083
11850,2022-10-28,1,XOM,EXXON MOBIL CORP,20678,,108.12000,111.21000,110.70000,28169441,0.029289,4167636,109.46000,,0.029289,0.024626
11850,2022-10-31,1,XOM,EXXON MOBIL CORP,20678,,109.44000,112.91000,110.81000,26401838,0.000994,4167636,109.50000,,0.000994,-0.007454
11850,2022-11-01,1,XOM,EXXON MOBIL CORP,20678,,110.65000,112.57000,111.91000,22213143,0.009927,4167636,112.37000,,0.009927,-0.004101
11850,2022-11-02,1,XOM,EXXON MOBIL CORP,20678,,109.31000,112.10000,109.61000,20661778,-0.020552,4167636,111.58000,,-0.020552,-0.025002
11850,2022-11-03,1,XOM,EXXON MOBIL CORP,20678,,108.31000,111.82000,111.10000,17103672,0.013594,4167636,108.58000,,0.013594,-0.010586
11850,2022-11-04,1,XOM,EXXON MOBIL CORP,20678,,110.80000,113.50000,112.31000,17541462,0.010891,4167636,113.00000,,0.010891,0.013619
11850,2022-11-07,1,XOM,EXXON MOBIL CORP,20678,,112.13000,113.99000,113.64000,16008044,0.011842,4167636,112.41000,,0.011842,0.009614
11850,2022-11-08,1,XOM,EXXON MOBIL CORP,20678,,112.59500,114.66420,114.00000,14661028,0.003168,4167636,113.48000,,0.003168,0.005598
11850,2022-11-09,1,XOM,EXXON MOBIL CORP,20678,,108.57000,113.28000,108.90000,19522755,-0.044737,4167636,113.10000,,-0.044737,-0.020778
11850,2022-11-10,1,XOM,EXXON MOBIL CORP,20678,,107.57010,110.70000,110.50000,20146732,0.014692,4167636,110.19000,,0.014692,0.055434
11850,2022-11-11,1,XOM,EXXON MOBIL CORP,20678,,112.49000,114.50000,113.95000,20518854,0.031222,4167636,112.58000,,0.031222,0.009241
11850,2022-11-14,1,XOM,EXXON MOBIL CORP,20678,0.91000,112.49000,114.64000,113.37000,20858291,0.002896,4167636,112.63000,,-0.005090,-0.008936
11850,2022-11-15,1,XOM,EXXON MOBIL CORP,20678,,112.87000,114.53000,114.13000,19373750,0.006704,4167636,113.80000,,0.006704,0.008713
11850,2022-11-16,1,XOM,EXXON MOBIL CORP,20678,,111.86000,114.25990,112.91000,13590973,-0.010690,4167636,113.44000,,-0.010690,-0.008252
11850,2022-11-17,1,XOM,EXXON MOBIL CORP,20678,,110.75000,113.20000,113.06000,12435740,0.001328,4167636,111.29000,,0.001328,-0.003089
11850,2022-11-18,1,XOM,EXXON MOBIL CORP,20678,,109.61000,112.48000,112.08000,15415025,-0.008668,4167636,110.90000,,-0.008668,0.004759
11850,2022-11-21,1,XOM,EXXON MOBIL CORP,20678,,107.48000,111.20410,110.97000,20972978,-0.009904,4167636,109.99000,,-0.009904,-0.003884
11850,2022-11-22,1,XOM,EXXON MOBIL CORP,20678,,111.43000,114.47000,114.18000,17719088,0.028927,4167636,112.21000,,0.028927,0.013580
11850,2022-11-23,1,XOM,EXXON MOBIL CORP,20678,,112.10000,113.94880,113.61000,11546685,-0.004992,4167636,112.32000,,-0.004992,0.005915
11850,2022-11-25,1,XOM,EXXON MOBIL CORP,20678,,113.06000,114.61000,113.21000,7136013,-0.003521,4167636,113.88000,,-0.003521,-0.000283
11850,2022-11-28,1,XOM,EXXON MOBIL CORP,20678,,109.62000,111.46000,109.81000,23017671,-0.030033,4167636,110.66000,,-0.030033,-0.015444
11850,2022-11-29,1,XOM,EXXON MOBIL CORP,20678,,109.79200,111.80000,110.54000,14453174,0.006648,4167636,110.61000,,0.006648,-0.001592
11850,2022-11-30,1,XOM,EXXON MOBIL CORP,20678,,109.78000,111.90000,111.34000,23158059,0.007237,4118293,111.54000,,0.007237,0.030948
11850,2022-12-01,1,XOM,EXXON MOBIL CORP,20678,,110.18000,112.07000,110.80000,14398314,-0.004850,4118293,111.64000,,-0.004850,-0.000868
11850,2022-12-02,1,XOM,EXXON MOBIL CORP,20678,,109.20000,111.71000,109.86000,15248385,-0.008484,4118293,109.51000,,-0.008484,-0.001195
11850,2022-12-05,1,XOM,EXXON MOBIL CORP,20678,,105.94000,111.36000,106.85000,19287746,-0.027399,4118293,110.70000,,-0.027399,-0.017894
11850,2022-12-06,1,XOM,EXXON MOBIL CORP,20678,,103.14500,107.04000,103.88000,21196977,-0.027796,4118293,105.90000,,-0.027796,-0.014399
11850,2022-12-07,1,XOM,EXXON MOBIL CORP,20678,,102.37000,104.85480,103.65000,20061729,-0.002214,4118293,103.78000,,-0.002214,-0.001862
11850,2022-12-08,1,XOM,EXXON MOBIL CORP,20678,,103.71000,106.79500,104.42000,21128762,0.007429,4118293,106.28000,,0.007429,0.007522
11850,2022-12-09,1,XOM,EXXON MOBIL CORP,20678,,103.30000,105.95000,103.54000,21298194,-0.008427,4118293,104.59000,,-0.008427,-0.007350
11850,2022-12-12,1,XOM,EXXON MOBIL CORP,20678,,103.58500,106.24000,106.09000,20413173,0.024628,4118293,103.83000,,0.024628,0.014279
11850,2022-12-13,1,XOM,EXXON MOBIL CORP,20678,,107.02000,108.54000,107.25000,24305345,0.010934,4118293,107.80000,,0.010934,0.007290
11850,2022-12-14,1,XOM,EXXON MOBIL CORP,20678,,105.75000,108.30000,106.46000,17597334,-0.007366,4118293,107.99000,,-0.007366,-0.006053
11850,2022-12-15,1,XOM,EXXON MOBIL CORP,20678,,103.70000,106.17000,105.44000,15367888,-0.009581,4118293,105.33000,,-0.009581,-0.024922
11850,2022-12-16,1,XOM,EXXON MOBIL CORP,20678,,103.13010,105.58000,104.70000,54596623,-0.007018,4118293,103.69000,,-0.007018,-0.011138
11850,2022-12-19,1,XOM,EXXON MOBIL CORP,20678,,104.38000,106.20000,105.17000,13611124,0.004489,4118293,105.26000,,0.004489,-0.009007
11850,2022-12-20,1,XOM,EXXON MOBIL CORP,20678,,105.07000,107.51000,106.69000,14680004,0.014453,4118293,105.17000,,0.014453,0.001037
11850,2022-12-21,1,XOM,EXXON MOBIL CORP,20678,,107.16000,108.58500,108.06000,13565365,0.012841,4118293,108.29000,,0.012841,0.014868
11850,2022-12-22,1,XOM,EXXON MOBIL CORP,20678,,104.10000,108.19000,105.88000,13215496,-0.020174,4118293,107.89000,,-0.020174,-0.014452
11850,2022-12-23,1,XOM,EXXON MOBIL CORP,20678,,106.90000,108.74000,108.68000,11539448,0.026445,4118293,106.95000,,0.026445,0.005868
11850,2022-12-27,1,XOM,EXXON MOBIL CORP,20678,,108.83000,110.46500,110.19000,11962058,0.013894,4118293,109.27000,,0.013894,-0.004050
11850,2022-12-28,1,XOM,EXXON MOBIL CORP,20678,,107.90200,110.00000,108.38000,10702075,-0.016426,4118293,109.91000,,-0.016426,-0.012021
11850,2022-12-29,1,XOM,EXXON MOBIL CORP,20678,,107.99000,109.72000,109.20000,10534028,0.007566,4118293,107.99000,,0.007566,0.017461
11850,2022-12-30,1,XOM,EXXON MOBIL CORP,20678,,108.61000,110.50000,110.30000,11799640,0.010073,4118293,108.61000,,0.010073,-0.002541
11850,2023-01-03,1,XOM,EXXON MOBIL CORP,20678,,105.49000,110.02000,106.51000,15146168,-0.034361,4118293,109.78000,,-0.034361,-0.004001
11850,2023-01-04,1,XOM,EXXON MOBIL CORP,20678,,104.76000,107.15500,106.82000,18058396,0.002911,4118293,104.80000,,0.002911,0.007539
11850,2023-01-05,1,XOM,EXXON MOBIL CORP,20678,,106.31000,109.95000,109.21000,15946559,0.022374,4118293,106.34000,,0.022374,-0.011646
11850,2023-01-06,1,XOM,EXXON MOBIL CORP,20678,,109.67000,111.99000,110.53000,16348131,0.012087,4118293,110.08000,,0.012087,0.022841
11850,2023-01-09,1,XOM,EXXON MOBIL CORP,20678,,107.81000,111.64000,108.47000,17964591,-0.018637,4118293,111.64000,,-0.018637,-0.000768
11850,2023-01-10,1,XOM,EXXON MOBIL CORP,20678,,108.00500,110.33000,110.09000,15104595,0.014935,4118293,109.79000,,0.014935,0.006978
11850,2023-01-11,1,XOM,EXXON MOBIL CORP,20678,,109.08500,111.45000,111.37000,16710366,0.011627,4118293,110.99000,,0.011627,0.012849
11850,2023-01-12,1,XOM,EXXON MOBIL CORP,20678,,111.74000,113.74000,113.22000,15357321,0.016611,4118293,111.82000,,0.016611,0.003416
11850,2023-01-13,1,XOM,EXXON MOBIL CORP,20678,,112.16000,113.49000,113.15000,12011358,-0.000618,4118293,113.11000,,-0.000618,0.003997
11850,2023-01-17,1,XOM,EXXON MOBIL CORP,20678,,112.67000,114.08000,112.93000,16542201,-0.001944,4118293,113.41000,,-0.001944,-0.002030
11850,2023-01-18,1,XOM,EXXON MOBIL CORP,20678,,110.39870,114.12000,110.61000,16399690,-0.020544,4118293,113.26000,,-0.020544,-0.015563
11850,2023-01-19,1,XOM,EXXON MOBIL CORP,20678,,109.58000,112.13000,111.32000,12928021,0.006419,4118293,110.07000,,0.006419,-0.007638
11850,2023-01-20,1,XOM,EXXON MOBIL CORP,20678,,110.61000,113.44000,113.35000,16515614,0.018236,4118293,111.36000,,0.018236,0.018918
11850,2023-01-23,1,XOM,EXXON MOBIL CORP,20678,,112.64000,114.59000,112.76000,16584422,-0.005205,4118293,113.64000,,-0.005205,0.011881
11850,2023-01-24,1,XOM,EXXON MOBIL CORP,20678,,99.23000,114.02000,113.81000,13583025,0.009312,4118293,109.16000,,0.009312,-0.000711
11850,2023-01-25,1,XOM,EXXON MOBIL CORP,20678,,111.39000,113.65000,113.21000,11914727,-0.005272,4118293,113.23000,,-0.005272,-0.000182
11850,2023-01-26,1,XOM,EXXON MOBIL CORP,20678,,114.33500,117.78000,117.76000,21019678,0.040191,4118293,114.72000,,0.040191,0.011008
11850,2023-01-27,1,XOM,EXXON MOBIL CORP,20678,,115.39000,117.67000,115.61000,15179207,-0.018257,4118293,116.95000,,-0.018257,0.002495
11850,2023-01-30,1,XOM,EXXON MOBIL CORP,20678,,113.15190,115.49000,113.56000,18672053,-0.017732,4118293,115.09000,,-0.017732,-0.012969
11850,2023-01-31,1,XOM,EXXON MOBIL CORP,20678,,110.43000,116.40000,116.01000,27861849,0.021575,4118293,112.10000,,0.021575,0.014642
11850,2023-02-01,1,XOM,EXXON MOBIL CORP,20678,,113.34000,117.38000,114.74000,19464873,-0.010947,4118293,115.83000,,-0.010947,0.010452
11850,2023-02-02,1,XOM,EXXON MOBIL CORP,20678,,109.83000,115.07000,111.15000,24562123,-0.031288,4118293,114.85000,,-0.031288,0.014699
11850,2023-02-03,1,XOM,EXXON MOBIL CORP,20678,,111.56000,114.11000,111.92000,20226609,0.006928,4118293,111.90000,,0.006928,-0.010355
11850,2023-02-06,1,XOM,EXXON MOBIL CORP,20678,,110.32000,113.09000,111.73000,13855205,-0.001698,4118293,112.36000,,-0.001698,-0.006140
11850,2023-02-07,1,XOM,EXXON MOBIL CORP,20678,,112.02100,115.31000,114.92000,16013314,0.028551,4118293,112.39000,,0.028551,0.012873
11850,2023-02-08,1,XOM,EXXON MOBIL CORP,20678,,113.85000,115.83000,113.92000,18459678,-0.008702,4118293,115.05000,,-0.008702,-0.011081
11850,2023-02-09,1,XOM,EXXON MOBIL CORP,20678,,114.18000,116.24000,114.35000,17439311,0.003775,4118293,114.62000,,0.003775,-0.008830
11850,2023-02-10,1,XOM,EXXON MOBIL CORP,20678,,116.16000,119.63000,119.17000,24918616,0.042151,4118293,116.51000,,0.042151,0.002195
11850,2023-02-13,1,XOM,EXXON MOBIL CORP,20678,0.91000,115.90000,118.18000,117.80000,14536241,-0.003860,4118293,117.72000,,-0.011496,0.011449
11850,2023-02-14,1,XOM,EXXON MOBIL CORP,20678,,116.01690,117.81000,116.42000,12078992,-0.011715,4118293,117.01000,,-0.011715,-0.000280
11850,2023-02-15,1,XOM,EXXON MOBIL CORP,20678,,114.14000,116.09000,116.07000,13673360,-0.003006,4118293,115.72000,,-0.003006,0.002773
11850,2023-02-16,1,XOM,EXXON MOBIL CORP,20678,,114.80000,116.78000,115.73000,11360604,-0.002929,4118293,115.31000,,-0.002929,-0.013789
11850,2023-02-17,1,XOM,EXXON MOBIL CORP,20678,,110.97990,114.19000,111.28000,20758331,-0.038452,4118293,114.19000,,-0.038452,-0.002767
11850,2023-02-21,1,XOM,EXXON MOBIL CORP,20678,,110.81000,112.38000,111.17000,14469431,-0.000989,4118293,110.81000,,-0.000989,-0.020041
11850,2023-02-22,1,XOM,EXXON MOBIL CORP,20678,,108.64000,110.97000,109.73000,13973841,-0.012953,4118293,110.48000,,-0.012953,-0.001574
11850,2023-02-23,1,XOM,EXXON MOBIL CORP,20678,,109.90000,111.83000,110.74000,11289402,0.009204,4118293,110.73000,,0.009204,0.005329
11850,2023-02-24,1,XOM,EXXON MOBIL CORP,20678,,109.02000,110.96000,110.75000,14351036,0.000090,4118293,109.33000,,0.000090,-0.010538
11850,2023-02-27,1,XOM,EXXON MOBIL CORP,20678,,109.96010,111.26000,110.55000,11710453,-0.001806,4118293,110.80000,,-0.001806,0.003073
11850,2023-02-28,1,XOM,EXXON MOBIL CORP,20678,,109.22000,111.36000,109.91000,18107031,-0.005789,4118293,111.24000,,-0.005789,-0.003036
11850,2023-03-01,1,XOM,EXXON MOBIL CORP,20678,,109.24000,111.86000,110.89000,13199955,0.008916,4118293,109.31000,,0.008916,-0.004725
11850,2023-03-02,1,XOM,EXXON MOBIL CORP,20678,,110.17000,111.69500,111.40000,10343084,0.004599,4118293,110.61500,,0.004599,0.007582
11850,2023-03-03,1,XOM,EXXON MOBIL CORP,20678,,109.95000,113.37000,112.81000,13006713,0.012657,4118293,110.05000,,0.012657,0.016148
11850,2023-03-06,1,XOM,EXXON MOBIL CORP,20678,,111.87000,113.84000,113.81000,14347410,0.008864,4118293,111.99000,,0.008864,0.000687
11850,2023-03-07,1,XOM,EXXON MOBIL CORP,20678,,111.17000,113.17000,111.61000,11525289,-0.019330,4118293,112.81000,,-0.019330,-0.015327
11850,2023-03-08,1,XOM,EXXON MOBIL CORP,20678,,109.06500,112.42000,109.98000,13509818,-0.014604,4118293,111.23000,,-0.014604,0.001415
11850,2023-03-09,1,XOM,EXXON MOBIL CORP,20678,,109.03000,112.23000,109.13000,12961244,-0.007729,4118293,110.87000,,-0.007729,-0.018459
11850,2023-03-10,1,XOM,EXXON MOBIL CORP,20678,,107.15000,111.03500,107.78000,15795666,-0.012371,4118293,109.56000,,-0.012371,-0.014478
11850,2023-03-13,1,XOM,EXXON MOBIL CORP,20678,,103.72000,107.86000,106.54000,20745625,-0.011505,4118293,105.34000,,-0.011505,-0.001510
11850,2023-03-14,1,XOM,EXXON MOBIL CORP,20678,,104.96000,109.01000,106.94000,18263512,0.003754,4118293,106.35000,,0.003754,0.016477
11850,2023-03-15,1,XOM,EXXON MOBIL CORP,20678,,100.22030,104.20000,101.62000,25733781,-0.049748,4118293,102.82000,,-0.049748,-0.006981
11850,2023-03-16,1,XOM,EXXON MOBIL CORP,20678,,98.02000,101.68000,101.03000,27476133,-0.005806,4118293,99.11000,,-0.005806,0.017562
11850,2023-03-17,1,XOM,EXXON MOBIL CORP,20678,,99.14000,101.61490,99.84000,43199470,-0.011779,4118293,100.60000,,-0.011779,-0.011019
11850,2023-03-20,1,XOM,EXXON MOBIL CORP,20678,,99.50000,102.48000,102.45000,32042106,0.026142,4118293,99.63000,,0.026142,0.008918
11850,2023-03-21,1,XOM,EXXON MOBIL CORP,20678,,104.13000,107.28000,107.04000,31592310,0.044802,4118293,104.17000,,0.044802,0.012982
11850,2023-03-22,1,XOM,EXXON MOBIL CORP,20678,,104.56000,107.17500,104.59000,14952666,-0.022889,4118293,106.80000,,-0.022889,-0.016463
11850,2023-03-23,1,XOM,EXXON MOBIL CORP,20678,,102.44000,106.34000,103.41000,14385865,-0.011282,4118293,105.36000,,-0.011282,0.002985
11850,2023-03-24,1,XOM,EXXON MOBIL CORP,20678,,100.91320,103.85000,103.53000,13405812,0.001160,4118293,101.47000,,0.001160,0.005640
11850,2023-03-27,1,XOM,EXXON MOBIL CORP,20678,,103.91000,106.48000,105.80000,14805911,0.021926,4118293,104.74000,,0.021926,0.001647
11850,2023-03-28,1,XOM,EXXON MOBIL CORP,20678,,105.19000,107.65000,107.12000,11047587,0.012476,4118293,105.44000,,0.012476,-0.001574
11850,2023-03-29,1,XOM,EXXON MOBIL CORP,20678,,107.49000,109.16000,108.96000,14219122,0.017177,4118293,108.06000,,0.017177,0.014237
11850,2023-03-30,1,XOM,EXXON MOBIL CORP,20678,,108.52000,109.57000,109.49000,11578171,0.004864,4118293,109.55000,,0.004864,0.005715
11850,2023-03-31,1,XOM,EXXON MOBIL CORP,20678,,109.04990,110.17000,109.66000,14417961,0.001553,4070985,109.68000,,0.001553,0.014437
11850,2023-04-03,1,XOM,EXXON MOBIL CORP,20678,,113.12000,116.85000,116.13000,28087681,0.059000,4070985,113.39000,,0.059000,0.003699
11850,2023-04-04,1,XOM,EXXON MOBIL CORP,20678,,114.17000,116.70000,115.02000,16365489,-0.009558,4070985,116.26000,,-0.009558,-0.005797
11850,2023-04-05,1,XOM,EXXON MOBIL CORP,20678,,114.31000,117.00000,116.99000,16479469,0.017127,4070985,115.35000,,0.017127,-0.002492
11850,2023-04-06,1,XOM,EXXON MOBIL CORP,20678,,114.77000,117.18000,115.05000,15777957,-0.016583,4070985,116.86000,,-0.016583,0.003579
11850,2023-04-10,1,XOM,EXXON MOBIL CORP,20678,,114.17000,116.18000,114.54000,13006552,-0.004433,4070985,114.78000,,-0.004433,0.000996
11850,2023-04-11,1,XOM,EXXON MOBIL CORP,20678,,114.38000,116.19990,115.35000,11758461,0.007072,4070985,114.96000,,0.007072,-0.000041
11850,2023-04-12,1,XOM,EXXON MOBIL CORP,20678,,114.93000,116.59000,115.23000,10919022,-0.001040,4070985,116.16000,,-0.001040,-0.004135
11850,2023-04-13,1,XOM,EXXON MOBIL CORP,20678,,114.13000,115.89000,115.77000,12399652,0.004686,4070985,114.60000,,0.004686,0.013263
11850,2023-04-14,1,XOM,EXXON MOBIL CORP,20678,,115.12000,116.66000,116.05000,11530828,0.002419,4070985,115.90000,,0.002419,-0.002069
11850,2023-04-17,1,XOM,EXXON MOBIL CORP,20678,,114.42000,116.51000,114.70000,13260352,-0.011633,4070985,115.49000,,-0.011633,0.003306
11850,2023-04-18,1,XOM,EXXON MOBIL CORP,20678,,114.30000,117.21000,116.94000,17436140,0.019529,4070985,114.39000,,0.019529,0.000855
11850,2023-04-19,1,XOM,EXXON MOBIL CORP,20678,,115.77000,116.90000,116.57000,10682605,-0.003164,4070985,116.08000,,-0.003164,-0.000084
11850,2023-04-20,1,XOM,EXXON MOBIL CORP,20678,,113.22980,115.68000,115.64000,17038747,-0.007978,4070985,115.12500,,-0.007978,-0.005953
11850,2023-04-21,1,XOM,EXXON MOBIL CORP,20678,,115.26000,116.88000,116.01000,14315329,0.003200,4070985,116.49000,,0.003200,0.000903
11850,2023-04-24,1,XOM,EXXON MOBIL CORP,20678,,115.88000,118.88500,118.20000,15831314,0.018878,4070985,115.92000,,0.018878,0.000852
11850,2023-04-25,1,XOM,EXXON MOBIL CORP,20678,,115.63000,117.74000,116.52000,12179825,-0.014213,4070985,117.55000,,-0.014213,-0.015811
11850,2023-04-26,1,XOM,EXXON MOBIL CORP,20678,,114.68000,117.09000,115.45000,15566086,-0.009183,4070985,116.03000,,-0.009183,-0.003841
11850,2023-04-27,1,XOM,EXXON MOBIL CORP,20678,,114.88180,117.01000,116.83000,16279188,0.011953,4070985,115.62000,,0.011953,0.019566
11850,2023-04-28,1,XOM,EXXON MOBIL CORP,20678,,116.83000,119.92000,118.34000,24381946,0.012925,4070985,117.25000,,0.012925,0.008253
