PERMNO,date,EXCHCD,TICKER_x,DIVAMT,BIDLO,ASKHI,PRC,VOL,RET,SHROUT,OPENPRC,NUMTRD,RETX,sprtrn,pe_exi,pe_inc,dpr,npm,gpm,roa,roe,debt_at,dltt_be,intcov_ratio,quick_ratio,curr_ratio,inv_turn,at_turn
10107,2022-02-14,3.0,MSFT,0.0,291.35001,296.76001,295.0,36302209.0,-0.000136,7496866.0,293.76999,543645.0,-0.000136,-0.003841,31.82,31.82,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-02-15,3.0,MSFT,0.0,297.01999,300.79999,300.47,27361580.0,0.018542,7496866.0,300.008,403263.0,0.018542,0.015767,31.82,31.82,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-02-16,3.0,MSFT,0.62,293.67999,300.87,299.5,29956515.0,-0.001165,7496866.0,298.36499,417122.0,-0.003228,0.000881,31.82,31.82,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-02-17,3.0,MSFT,0.0,290.0,296.79999,290.73001,32422138.0,-0.029282,7496866.0,296.35999,508444.0,-0.029282,-0.021173,31.82,31.82,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-02-18,3.0,MSFT,0.0,286.30499,293.85999,287.92999,34213657.0,-0.009631,7496866.0,293.04999,556458.0,-0.009631,-0.007166,31.82,31.82,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-02-22,3.0,MSFT,0.0,284.5,291.54001,287.72,41684303.0,-0.000729,7496866.0,285.0,612021.0,-0.000729,-0.010143,31.82,31.82,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-02-23,3.0,MSFT,0.0,280.10001,291.70001,280.26999,37773613.0,-0.025893,7496866.0,290.17999,650277.0,-0.025893,-0.018412,31.82,31.82,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-02-24,3.0,MSFT,0.0,271.51999,295.16,294.59,56907841.0,0.051094,7496866.0,272.51001,821064.0,0.051094,0.014957,31.82,31.82,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-02-25,3.0,MSFT,0.0,291.655,297.63,297.31,32514141.0,0.009233,7496866.0,295.14001,523218.0,0.009233,0.022373,31.82,31.82,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-02-28,3.0,MSFT,0.0,293.0,299.14001,298.79001,28814144.0,0.004978,7496866.0,294.31,454575.0,0.004978,-0.002443,31.82,31.82,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-01,3.0,MSFT,0.0,292.14999,299.97,294.95001,31320281.0,-0.012852,7496866.0,296.39999,469910.0,-0.012852,-0.015473,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-02,3.0,MSFT,0.0,293.698,301.47,300.19,31825624.0,0.017766,7496866.0,295.35999,534238.0,0.017766,0.018643,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-03,3.0,MSFT,0.0,294.04999,303.13,295.92001,27255075.0,-0.014224,7496866.0,302.89001,410326.0,-0.014224,-0.005255,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-04,3.0,MSFT,0.0,287.16501,295.66,289.85999,32321650.0,-0.020479,7496866.0,294.29001,541180.0,-0.020479,-0.007934,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-07,3.0,MSFT,0.0,278.53,289.69,278.91,43086709.0,-0.037777,7496866.0,288.53,676353.0,-0.037777,-0.029518,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-08,3.0,MSFT,0.0,270.0,283.95999,275.85001,48082527.0,-0.010971,7496866.0,277.79999,702923.0,-0.010971,-0.007234,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-09,3.0,MSFT,0.0,280.78,289.60001,288.5,35138885.0,0.045858,7496866.0,283.44,509257.0,0.045858,0.025698,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-10,3.0,MSFT,0.0,280.57999,286.60001,285.59,30600158.0,-0.010087,7496866.0,283.01999,463212.0,-0.010087,-0.004292,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-11,3.0,MSFT,0.0,279.42999,289.51001,280.07001,27176913.0,-0.019328,7496866.0,287.95999,422758.0,-0.019328,-0.012962,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-14,3.0,MSFT,0.0,275.82001,285.3992,276.44,30615626.0,-0.012961,7496866.0,280.34,437947.0,-0.012961,-0.007421,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-15,3.0,MSFT,0.0,278.72501,287.82001,287.14999,34183825.0,0.038743,7496866.0,280.35001,510362.0,0.038743,0.021408,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-16,3.0,MSFT,0.0,283.20001,294.57001,294.39001,38609981.0,0.025213,7496866.0,289.10999,535258.0,0.025213,0.022384,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-17,3.0,MSFT,0.0,289.37,295.60999,295.22,30797409.0,0.002819,7496866.0,293.29001,436121.0,0.002819,0.012348,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-18,3.0,MSFT,0.0,292.73001,301.0,300.42999,43320848.0,0.017648,7496866.0,295.37,418883.0,0.017648,0.011662,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-21,3.0,MSFT,0.0,294.89999,300.14001,299.16,29186287.0,-0.004227,7496866.0,298.89001,439340.0,-0.004227,-0.000435,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-22,3.0,MSFT,0.0,298.76999,305.0,304.06,27582727.0,0.016379,7496866.0,299.79999,406470.0,0.016379,0.011304,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-23,3.0,MSFT,0.0,297.72009,303.23001,299.48999,25686934.0,-0.01503,7496866.0,300.51001,361692.0,-0.01503,-0.012273,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-24,3.0,MSFT,0.0,298.315,304.20001,304.10001,24464722.0,0.015393,7496866.0,299.14001,320095.0,0.015393,0.014344,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-25,3.0,MSFT,0.0,299.28549,305.5,303.67999,22544459.0,-0.001381,7496866.0,305.23001,342393.0,-0.001381,0.005066,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-28,3.0,MSFT,0.0,304.32999,310.79999,310.70001,29560701.0,0.023117,7496866.0,304.32999,371868.0,0.023117,0.007145,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-29,3.0,MSFT,0.0,309.04999,315.82001,315.41,30349457.0,0.015159,7496866.0,313.91,427129.0,0.015159,0.012257,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-30,3.0,MSFT,0.0,311.57999,315.95001,313.85999,28134409.0,-0.004914,7496866.0,313.76001,342203.0,-0.004914,-0.006294,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-03-31,3.0,MSFT,0.0,307.89001,315.14001,308.31,33301367.0,-0.017683,7483000.0,313.89999,356077.0,-0.017683,-0.015653,32.834,32.834,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-04-01,3.0,MSFT,0.0,305.54001,310.13,309.42001,27060828.0,0.0036,7483000.0,309.37,316736.0,0.0036,0.00341,29.555,29.555,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-04-04,3.0,MSFT,0.0,309.70999,315.10999,314.97,24305850.0,0.017937,7483000.0,310.09,304456.0,0.017937,0.008091,29.555,29.555,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-04-05,3.0,MSFT,0.0,309.87,314.86499,310.88,23076509.0,-0.012985,7483000.0,313.26999,314072.0,-0.012985,-0.012552,29.555,29.555,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-04-06,3.0,MSFT,0.0,296.70999,307.0,299.5,40020336.0,-0.036606,7483000.0,305.19,551447.0,-0.036606,-0.009717,29.555,29.555,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-04-07,3.0,MSFT,0.0,296.35001,303.64999,301.37,31325226.0,0.006244,7483000.0,296.66,361825.0,0.006244,0.004253,29.555,29.555,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-04-08,3.0,MSFT,0.0,296.28,301.12,296.97,24321149.0,-0.0146,7483000.0,300.44,310423.0,-0.0146,-0.002651,29.555,29.555,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-04-11,3.0,MSFT,0.0,285.0,292.60999,285.26001,34500218.0,-0.039432,7483000.0,291.79001,505104.0,-0.039432,-0.016877,29.555,29.555,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-04-12,3.0,MSFT,0.0,280.48999,290.73901,282.06,30916914.0,-0.011218,7483000.0,289.23499,438425.0,-0.011218,-0.003418,29.555,29.555,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-04-13,3.0,MSFT,0.0,281.29999,288.57999,287.62,21893137.0,0.019712,7483000.0,282.73001,292884.0,0.019712,0.011175,29.555,29.555,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-04-14,3.0,MSFT,0.0,279.32001,288.30499,279.82999,28227869.0,-0.027084,7483000.0,288.09,382920.0,-0.027084,-0.012144,29.555,29.555,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-04-18,3.0,MSFT,0.0,278.34,282.45999,280.51999,20721842.0,0.002466,7483000.0,278.91,301717.0,0.002466,-0.000205,29.555,29.555,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-04-19,3.0,MSFT,0.0,278.41,286.17001,285.29999,22356479.0,0.01704,7483000.0,279.38,313414.0,0.01704,0.016058,29.555,29.555,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-04-20,3.0,MSFT,0.0,285.37021,289.70001,286.35999,22868906.0,0.003715,7483000.0,289.39999,316093.0,0.003715,-0.000619,29.555,29.555,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-04-21,3.0,MSFT,0.0,280.06,293.29999,280.81,29413448.0,-0.019381,7479033.0,288.57999,412248.0,-0.019381,-0.014753,29.555,29.555,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-04-22,3.0,MSFT,0.0,273.38,283.20001,274.03,29362891.0,-0.024144,7479033.0,281.67999,457095.0,-0.024144,-0.02774,29.555,29.555,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
10107,2022-04-25,3.0,MSFT,0.0,270.76999,281.10999,280.72,35630912.0,0.024413,7479033.0,273.29001,511609.0,0.024413,0.005698,29.555,29.555,0.243,0.385,0.759,0.286,0.509,0.245,0.487,35.212,2.155,2.191,15.791,0.561
