PERMNO,date,EXCHCD,TICKER_x,DIVAMT,BIDLO,ASKHI,PRC,VOL,RET,SHROUT,OPENPRC,NUMTRD,RETX,sprtrn,pe_exi,pe_inc,dpr,npm,gpm,roa,roe,debt_at,dltt_be,intcov_ratio,quick_ratio,curr_ratio,inv_turn,at_turn
11850,2023-04-17,1.0,XOM,0.0,114.42,116.51,114.7,13260352.0,-0.011633,4070985.0,115.49,0.0,-0.011633,0.003306,8.925,8.925,0.268,0.14,0.244,0.243,0.274,0.127,0.205,41.949,1.06,1.414,13.948,1.126
11850,2023-04-18,1.0,XOM,0.0,114.3,117.21,116.94,17436140.0,0.019529,4070985.0,114.39,0.0,0.019529,0.000855,8.925,8.925,0.268,0.14,0.244,0.243,0.274,0.127,0.205,41.949,1.06,1.414,13.948,1.126
11850,2023-04-19,1.0,XOM,0.0,115.77,116.9,116.57,10682605.0,-0.003164,4070985.0,116.08,0.0,-0.003164,-8.4e-05,8.925,8.925,0.268,0.14,0.244,0.243,0.274,0.127,0.205,41.949,1.06,1.414,13.948,1.126
11850,2023-04-20,1.0,XOM,0.0,113.2298,115.68,115.64,17038747.0,-0.007978,4070985.0,115.125,0.0,-0.007978,-0.005953,8.925,8.925,0.268,0.14,0.244,0.243,0.274,0.127,0.205,41.949,1.06,1.414,13.948,1.126
11850,2023-04-21,1.0,XOM,0.0,115.26,116.88,116.01,14315329.0,0.0032,4070985.0,116.49,0.0,0.0032,0.000903,8.925,8.925,0.268,0.14,0.244,0.243,0.274,0.127,0.205,41.949,1.06,1.414,13.948,1.126
11850,2023-04-24,1.0,XOM,0.0,115.88,118.885,118.2,15831314.0,0.018878,4070985.0,115.92,0.0,0.018878,0.000852,8.925,8.925,0.268,0.14,0.244,0.243,0.274,0.127,0.205,41.949,1.06,1.414,13.948,1.126
11850,2023-04-25,1.0,XOM,0.0,115.63,117.74,116.52,12179825.0,-0.014213,4070985.0,117.55,0.0,-0.014213,-0.015811,8.925,8.925,0.268,0.14,0.244,0.243,0.274,0.127,0.205,41.949,1.06,1.414,13.948,1.126
11850,2023-04-26,1.0,XOM,0.0,114.68,117.09,115.45,15566086.0,-0.009183,4070985.0,116.03,0.0,-0.009183,-0.003841,8.925,8.925,0.268,0.14,0.244,0.243,0.274,0.127,0.205,41.949,1.06,1.414,13.948,1.126
11850,2023-04-27,1.0,XOM,0.0,114.8818,117.01,116.83,16279188.0,0.011953,4070985.0,115.62,0.0,0.011953,0.019566,8.925,8.925,0.268,0.14,0.244,0.243,0.274,0.127,0.205,41.949,1.06,1.414,13.948,1.126
11850,2023-04-28,1.0,XOM,0.0,116.83,119.92,118.34,24381946.0,0.012925,4070985.0,117.25,0.0,0.012925,0.008253,8.925,8.925,0.268,0.14,0.244,0.243,0.274,0.127,0.205,41.949,1.06,1.414,13.948,1.126
11850,2023-05-01,1.0,XOM,0.0,114.45,117.3,114.67,17354987.0,-0.031012,4070985.0,115.99,0.0,-0.031012,-0.000386,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-02,1.0,XOM,0.0,109.29,113.94,110.1,24324102.0,-0.039853,4070985.0,113.94,0.0,-0.039853,-0.011586,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-03,1.0,XOM,0.0,107.755,109.81,107.93,16212343.0,-0.019709,4070985.0,109.08,0.0,-0.019709,-0.006998,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-04,1.0,XOM,0.0,105.91,108.75,106.04,17177150.0,-0.017511,4070985.0,107.9,0.0,-0.017511,-0.007219,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-05,1.0,XOM,0.0,107.53,109.43,108.68,14968197.0,0.024896,4070985.0,108.55,0.0,0.024896,0.018475,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-08,1.0,XOM,0.0,109.04,110.97,109.11,11187752.0,0.003957,4070985.0,110.5,0.0,0.003957,0.000452,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-09,1.0,XOM,0.0,108.21,110.23,109.14,11370769.0,0.000275,4070985.0,108.34,0.0,0.000275,-0.004579,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-10,1.0,XOM,0.0,106.71,110.01,107.74,14884793.0,-0.012828,4070985.0,109.74,0.0,-0.012828,0.004484,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-11,1.0,XOM,0.0,104.933,106.82,105.79,17165897.0,-0.018099,4070985.0,106.49,0.0,-0.018099,-0.001697,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-12,1.0,XOM,0.0,104.775,107.01,105.78,12613254.0,-9.5e-05,4070985.0,106.31,0.0,-9.5e-05,-0.001583,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-15,1.0,XOM,0.91,104.58,105.925,105.07,13715576.0,0.001891,4070985.0,105.51,0.0,-0.006712,0.002958,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-16,1.0,XOM,0.0,102.02,104.81,102.52,14800200.0,-0.02427,4070985.0,104.63,0.0,-0.02427,-0.006378,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-17,1.0,XOM,0.0,102.85,105.23,104.82,14064742.0,0.022435,4070985.0,103.39,0.0,0.022435,0.011891,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-18,1.0,XOM,0.0,104.13,105.91,105.77,12005609.0,0.009063,4070985.0,104.55,0.0,0.009063,0.009445,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-19,1.0,XOM,0.0,105.82,107.05,106.26,13359630.0,0.004633,4070985.0,106.57,0.0,0.004633,-0.001446,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-22,1.0,XOM,0.0,104.88,107.04,104.97,12882000.0,-0.01214,4070985.0,105.84,0.0,-0.01214,0.000155,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-23,1.0,XOM,0.0,105.75,108.22,106.4,14394440.0,0.013623,4070985.0,105.99,0.0,0.013623,-0.011222,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-24,1.0,XOM,0.0,106.73,108.51,107.59,16340293.0,0.011184,4070985.0,107.38,0.0,0.011184,-0.007319,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-25,1.0,XOM,0.0,104.71,106.43,105.66,14316463.0,-0.017938,4070985.0,105.94,0.0,-0.017938,0.008758,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-26,1.0,XOM,0.0,104.8327,106.95,104.97,12370326.0,-0.00653,4070985.0,106.47,0.0,-0.00653,0.013049,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-30,1.0,XOM,0.0,102.61,104.12,104.04,11938025.0,-0.00886,4070985.0,103.29,0.0,-0.00886,1.7e-05,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-05-31,1.0,XOM,0.0,101.74,103.04,102.18,24926117.0,-0.017878,4042985.0,102.29,0.0,-0.017878,-0.006109,6.918,6.918,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-01,1.0,XOM,0.0,101.26,105.58,103.36,13551936.0,0.011548,4042985.0,101.75,0.0,0.011548,0.009854,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-02,1.0,XOM,0.0,104.53,106.13,105.76,14112041.0,0.02322,4042985.0,105.16,0.0,0.02322,0.014534,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-05,1.0,XOM,0.0,105.09,107.29,105.29,12248272.0,-0.004444,4042985.0,107.19,0.0,-0.004444,-0.002004,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-06,1.0,XOM,0.0,103.98,106.27,106.15,12209768.0,0.008168,4042985.0,104.15,0.0,0.008168,0.002354,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-07,1.0,XOM,0.0,106.73,108.89,108.53,16027086.0,0.022421,4042985.0,106.79,0.0,0.022421,-0.003812,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-08,1.0,XOM,0.0,105.9,109.14,108.19,13517919.0,-0.003133,4042985.0,108.77,0.0,-0.003133,0.006189,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-09,1.0,XOM,0.0,107.16,108.61,107.39,12252531.0,-0.007394,4042985.0,108.455,0.0,-0.007394,0.001148,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-12,1.0,XOM,0.0,105.555,107.06,106.42,14115160.0,-0.009033,4042985.0,105.81,0.0,-0.009033,0.009321,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-13,1.0,XOM,0.0,106.275,108.34,106.44,13533780.0,0.000188,4042985.0,107.38,0.0,0.000188,0.006933,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-14,1.0,XOM,0.0,104.39,108.11,105.16,16627681.0,-0.012026,4042985.0,107.45,0.0,-0.012026,0.000819,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-15,1.0,XOM,0.0,105.44,107.03,105.89,16224117.0,0.006942,4042985.0,105.5,0.0,0.006942,0.012178,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-16,1.0,XOM,0.0,104.955,106.77,105.13,43128871.0,-0.007177,4042985.0,106.36,0.0,-0.007177,-0.003672,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-20,1.0,XOM,0.0,102.12,104.77,102.72,17519379.0,-0.022924,4042985.0,104.68,0.0,-0.022924,-0.004735,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-21,1.0,XOM,0.0,102.33,104.63,103.87,13285741.0,0.011195,4042985.0,102.5,0.0,0.011195,-0.005245,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-22,1.0,XOM,0.0,102.65,103.885,103.3,12458807.0,-0.005488,4042985.0,102.84,0.0,-0.005488,0.003711,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-23,1.0,XOM,0.0,101.62,102.82,102.4,17933599.0,-0.008713,4042985.0,102.59,0.0,-0.008713,-0.007659,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-26,1.0,XOM,0.0,102.2,104.905,104.29,14283407.0,0.018457,4042985.0,102.2,0.0,0.018457,-0.004487,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-27,1.0,XOM,0.0,103.27,104.61,104.55,13227486.0,0.002493,4042985.0,104.045,0.0,0.002493,0.011456,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-28,1.0,XOM,0.0,103.2,105.82,105.4,13084062.0,0.00813,4042985.0,104.305,0.0,0.00813,-0.000354,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-29,1.0,XOM,0.0,105.13,106.73,106.7,11364436.0,0.012334,4042985.0,105.66,0.0,0.012334,0.004474,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-06-30,1.0,XOM,0.0,106.8101,107.875,107.25,13544664.0,0.005155,4042985.0,107.32,0.0,0.005155,0.012269,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-03,1.0,XOM,0.0,107.07,108.46,107.46,7396992.0,0.001958,4042985.0,107.49,0.0,0.001958,0.001171,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-05,1.0,XOM,0.0,106.1,107.92,106.91,12491205.0,-0.005118,4042985.0,107.63,0.0,-0.005118,-0.001968,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-06,1.0,XOM,0.0,102.43,105.72,102.92,17964883.0,-0.037321,4042985.0,105.09,0.0,-0.037321,-0.007923,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-07,1.0,XOM,0.0,101.56,104.0,103.16,21929158.0,0.002332,4042985.0,101.92,0.0,0.002332,-0.002865,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-10,1.0,XOM,0.0,102.75,104.75,104.69,14877615.0,0.014831,4042985.0,102.97,0.0,0.014831,0.002405,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-11,1.0,XOM,0.0,104.81,106.16,105.97,12581080.0,0.012227,4042985.0,105.26,0.0,0.012227,0.006742,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-12,1.0,XOM,0.0,106.13,107.65,106.49,13238236.0,0.004907,4042985.0,107.0,0.0,0.004907,0.007411,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-13,1.0,XOM,0.0,103.32,106.23,104.54,26826838.0,-0.018312,4042985.0,105.97,0.0,-0.018312,0.00847,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-14,1.0,XOM,0.0,100.53,104.05,100.94,28181920.0,-0.034437,4042985.0,104.05,0.0,-0.034437,-0.001024,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-17,1.0,XOM,0.0,100.22,101.665,101.38,18055849.0,0.004359,4042985.0,100.72,0.0,0.004359,0.003855,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-18,1.0,XOM,0.0,100.34,102.2,100.92,24617795.0,-0.004537,4042985.0,100.92,0.0,-0.004537,0.007117,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-19,1.0,XOM,0.0,100.8,102.4,101.62,15556541.0,0.006936,4042985.0,101.05,0.0,0.006936,0.002358,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-20,1.0,XOM,0.0,102.36,103.66,103.41,15740202.0,0.017615,4042985.0,102.535,0.0,0.017615,-0.006757,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-21,1.0,XOM,0.0,103.26,104.38,103.89,17121487.0,0.004642,4042985.0,104.16,0.0,0.004642,0.000324,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-24,1.0,XOM,0.0,103.96,106.16,105.52,15090856.0,0.01569,4042985.0,104.36,0.0,0.01569,0.004034,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-25,1.0,XOM,0.0,104.54,106.0901,105.68,14116084.0,0.001516,4042985.0,105.06,0.0,0.001516,0.002815,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-26,1.0,XOM,0.0,104.6391,105.72,105.09,15159624.0,-0.005583,4042985.0,105.11,0.0,-0.005583,-0.000155,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-27,1.0,XOM,0.0,104.74,106.99,105.42,17677887.0,0.00314,4042985.0,106.0,0.0,0.00314,-0.006425,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-28,1.0,XOM,0.0,102.32,105.16,104.16,17571675.0,-0.011952,4042985.0,105.11,0.0,-0.011952,0.009878,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-07-31,1.0,XOM,0.0,105.19,107.86,107.24,24200295.0,0.02957,4042985.0,105.19,0.0,0.02957,0.001469,7.261,7.261,0.242,0.156,0.255,0.245,0.304,0.122,0.192,93.824,1.006,1.336,12.275,1.069
11850,2023-08-01,1.0,XOM,0.0,105.53,107.32,106.62,14212939.0,-0.005781,4042985.0,106.95,0.0,-0.005781,-0.002665,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-02,1.0,XOM,0.0,104.57,106.375,105.29,13489809.0,-0.012474,4042985.0,106.26,0.0,-0.012474,-0.01384,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-03,1.0,XOM,0.0,105.3,107.88,107.12,16283107.0,0.017381,4042985.0,105.89,0.0,0.017381,-0.002548,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-04,1.0,XOM,0.0,107.33,109.24,107.42,14279634.0,0.002801,4042985.0,107.96,0.0,0.002801,-0.0053,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-07,1.0,XOM,0.0,106.505,108.42,107.2,12410827.0,-0.002048,4042985.0,107.9,0.0,-0.002048,0.009024,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-08,1.0,XOM,0.0,104.835,107.75,107.73,14065573.0,0.004944,4042985.0,106.04,0.0,0.004944,-0.004218,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-09,1.0,XOM,0.0,108.31,110.415,109.56,19919601.0,0.016987,4042985.0,108.71,0.0,0.016987,-0.007039,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-10,1.0,XOM,0.0,109.44,111.63,110.12,15837170.0,0.005111,4042985.0,110.19,0.0,0.005111,0.000251,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-11,1.0,XOM,0.0,110.05,112.07,111.83,14047044.0,0.015529,4042985.0,110.37,0.0,0.015529,-0.00107,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-14,1.0,XOM,0.0,110.78,111.98,111.92,12973383.0,0.000805,4042985.0,111.68,0.0,0.000805,0.00575,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-15,1.0,XOM,0.91,107.965,110.86,108.16,14909578.0,-0.025465,4042985.0,110.745,0.0,-0.033595,-0.011551,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-16,1.0,XOM,0.0,106.275,109.33,106.34,13695121.0,-0.016827,4042985.0,108.28,0.0,-0.016827,-0.007555,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-17,1.0,XOM,0.0,107.42,110.145,108.4,16709544.0,0.019372,4042985.0,107.42,0.0,0.019372,-0.007713,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-18,1.0,XOM,0.0,107.62,110.195,110.04,16223953.0,0.015129,4042985.0,107.64,0.0,0.015129,-0.000149,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-21,1.0,XOM,0.0,108.1416,110.9793,108.71,11092380.0,-0.012087,4042985.0,110.36,0.0,-0.012087,0.006879,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-22,1.0,XOM,0.0,107.95,109.72,108.1,10520842.0,-0.005611,4042985.0,109.17,0.0,-0.005611,-0.002777,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-23,1.0,XOM,0.0,105.72,107.3,107.15,11435553.0,-0.008788,4042985.0,107.04,0.0,-0.008788,0.011045,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-24,1.0,XOM,0.0,106.07,107.765,106.35,10818478.0,-0.007466,4042985.0,106.42,0.0,-0.007466,-0.013458,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-25,1.0,XOM,0.0,106.62,108.93,108.25,13579304.0,0.017866,4042985.0,107.43,0.0,0.017866,0.006718,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-28,1.0,XOM,0.0,108.44,110.04,109.16,10382122.0,0.008407,4042985.0,108.45,0.0,0.008407,0.006265,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-29,1.0,XOM,0.0,108.42,110.02,109.81,9665010.0,0.005955,4042985.0,109.66,0.0,0.005955,0.014508,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-30,1.0,XOM,0.0,109.98,111.14,110.88,11922060.0,0.009744,4042985.0,110.44,0.0,0.009744,0.003833,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-08-31,1.0,XOM,0.0,110.615,111.4166,111.19,17479834.0,0.002796,4003193.0,111.12,0.0,0.002796,-0.001597,8.895,8.895,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-09-01,1.0,XOM,0.0,112.2,113.82,113.52,14843482.0,0.020955,4003193.0,112.2,0.0,0.020955,0.001799,9.406,9.406,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-09-05,1.0,XOM,0.0,113.5,115.825,113.53,18304013.0,8.8e-05,4003193.0,114.1,0.0,8.8e-05,-0.004194,9.406,9.406,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-09-06,1.0,XOM,0.0,113.23,114.59,114.51,13325542.0,0.008632,4003193.0,113.48,0.0,0.008632,-0.006972,9.406,9.406,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-09-07,1.0,XOM,0.0,113.7,115.85,113.95,13248541.0,-0.00489,4003193.0,114.65,0.0,-0.00489,-0.003211,9.406,9.406,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-09-08,1.0,XOM,0.0,114.32,116.05,115.61,14286483.0,0.014568,4003193.0,114.53,0.0,0.014568,0.001427,9.406,9.406,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-09-11,1.0,XOM,0.0,113.565,116.68,114.16,14383562.0,-0.012542,4003193.0,116.18,0.0,-0.012542,0.006724,9.406,9.406,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-09-12,1.0,XOM,0.0,115.27,117.665,117.49,20145761.0,0.02917,4003193.0,115.34,0.0,0.02917,-0.005696,9.406,9.406,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-09-13,1.0,XOM,0.0,115.9,117.96,116.44,13472800.0,-0.008937,4003193.0,117.41,0.0,-0.008937,0.001242,9.406,9.406,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-09-14,1.0,XOM,0.0,117.33,118.66,118.52,15210701.0,0.017863,4003193.0,117.55,0.0,0.017863,0.00843,9.406,9.406,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-09-15,1.0,XOM,0.0,116.5,118.51,116.7,34568393.0,-0.015356,4003193.0,117.9,0.0,-0.015356,-0.01216,9.406,9.406,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-09-18,1.0,XOM,0.0,116.7,118.24,117.64,14045311.0,0.008055,4003193.0,117.53,0.0,0.008055,0.000721,9.406,9.406,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-09-19,1.0,XOM,0.0,116.61,118.84,117.33,12569724.0,-0.002635,4003193.0,118.62,0.0,-0.002635,-0.002151,9.406,9.406,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
11850,2023-09-20,1.0,XOM,0.0,116.32,118.02,116.4,11883207.0,-0.007926,4003193.0,116.54,0.0,-0.007926,-0.009395,9.406,9.406,0.288,0.142,0.246,0.213,0.245,0.119,0.185,74.357,1.066,1.421,11.396,0.99
